"";"userID";"artistID";"weight";"TF"
"480";1292;13724;5;TRUE
"481";1999;1678;724;TRUE
"482";1308;362;315;TRUE
"483";791;424;13;TRUE
"484";521;1200;166;FALSE
"485";176;441;239;TRUE
"486";267;344;2688;TRUE
"487";1990;18065;28;TRUE
"488";1254;13499;762;FALSE
"489";595;1364;910;TRUE
"490";578;1193;823;FALSE
"491";15;266;247;TRUE
"492";1887;707;102;TRUE
"493";1616;967;195;TRUE
"494";1732;7123;6;TRUE
"495";1861;841;393;TRUE
"496";951;2112;471;TRUE
"497";870;4170;33;FALSE
"498";1804;6120;103;TRUE
"499";512;1145;1031;TRUE
"500";994;349;288;TRUE
"501";168;757;195;TRUE
"502";1299;344;340;TRUE
"503";213;4346;465;TRUE
"504";706;903;14;TRUE
"505";1248;4616;166;TRUE
"506";1442;814;327;TRUE
"507";566;8149;65;TRUE
"508";382;2251;550;TRUE
"509";1280;203;560;TRUE
"510";1969;2242;711;TRUE
"511";1081;1400;3;TRUE
"512";1984;818;2201;TRUE
"513";1441;690;556;TRUE
"514";1701;16137;60;TRUE
"515";1226;261;305;FALSE
"516";339;288;3591;TRUE
"517";1624;10738;71;TRUE
"518";1386;9061;109;TRUE
"519";935;4871;205;TRUE
"520";1102;1409;628;TRUE
"521";14;588;619;TRUE
"522";1244;1244;1043;TRUE
"523";1704;7394;34;TRUE
"524";1509;1241;377;TRUE
"525";1528;207;42;TRUE
"526";2090;872;561;TRUE
"527";259;4890;449;TRUE
"528";444;6655;103;TRUE
"529";1649;15833;593;TRUE
"530";1852;5249;745;TRUE
"531";1277;3489;1304;TRUE
"532";1275;1244;744;TRUE
"533";1796;1090;189;TRUE
"534";1467;367;1780;FALSE
"535";638;465;773;TRUE
"536";1875;7264;245;TRUE
"537";842;331;196;TRUE
"538";1702;1369;475;TRUE
"539";29;687;2000;TRUE
"540";643;8656;251;TRUE
"541";1525;1054;38;TRUE
"542";790;635;544;TRUE
"543";1287;13683;47;TRUE
"544";1829;498;413;TRUE
"545";1446;475;585;FALSE
"546";249;1029;206;FALSE
"547";1900;58;112;TRUE
"548";1187;8546;128;FALSE
"549";525;1380;316;TRUE
"550";731;917;93;TRUE
"551";929;11148;64;TRUE
"552";1362;3444;929;TRUE
"553";1367;11463;221;FALSE
"554";912;3427;786;FALSE
"555";991;712;728;TRUE
"556";2005;6345;733;TRUE
"557";2059;18463;343;FALSE
"558";655;8968;10;TRUE
"559";989;1735;176;TRUE
"560";841;3057;52;TRUE
"561";1869;2179;207;TRUE
"562";382;1621;546;TRUE
"563";1531;15198;580;TRUE
"564";1958;17890;52;TRUE
"565";421;89;1048;TRUE
"566";285;1377;41;TRUE
"567";1752;532;357;TRUE
"568";466;461;215;TRUE
"569";1670;497;64;TRUE
"570";624;163;220;TRUE
"571";1885;17395;47;TRUE
"572";1158;536;149;TRUE
"573";1021;228;574;FALSE
"574";560;998;74;TRUE
"575";3;130;85;FALSE
"576";1071;1062;154;TRUE
"577";955;11347;267;TRUE
"578";552;7979;4;TRUE
"579";998;2089;148;TRUE
"580";264;3966;483;FALSE
"581";692;9290;891;FALSE
"582";1685;2531;36;FALSE
"583";187;730;187;TRUE
"584";437;325;655;TRUE
"585";1497;14958;293;TRUE
"586";1929;8422;2069;TRUE
"587";887;4383;72;FALSE
"588";1595;1534;170;TRUE
"589";1746;9823;707;TRUE
"590";161;1066;6370;TRUE
"591";72;913;1;TRUE
"592";571;3198;534;FALSE
"593";1519;2959;72;TRUE
"594";2086;1109;105;TRUE
"595";1694;2179;657;TRUE
"596";1628;2083;329;TRUE
"597";96;2183;11;TRUE
"598";1421;14467;48;TRUE
"599";30;321;671;FALSE
"600";1659;55;212;TRUE
"601";1613;45;446;TRUE
"602";1786;16672;71;TRUE
"603";1261;5414;184;TRUE
"604";604;291;986;TRUE
"605";1813;2990;432;TRUE
"606";402;917;2942;TRUE
"607";1745;816;254;TRUE
"608";1136;1481;226;FALSE
"609";1052;4384;1003;TRUE
"610";1102;530;397;FALSE
"611";1919;4115;27;TRUE
"612";1846;475;320;FALSE
"613";924;11068;170;TRUE
"614";1293;7;116;TRUE
"615";1581;2271;759;TRUE
"616";841;7038;23;TRUE
"617";1389;1632;169;TRUE
"618";1503;190;260;TRUE
"619";1685;469;62;TRUE
"620";1040;1853;356;TRUE
"621";479;293;243;TRUE
"622";703;289;6109;TRUE
"623";1741;1037;225;TRUE
"624";1578;323;1219;TRUE
"625";1381;6756;111;TRUE
"626";1321;1988;218;TRUE
"627";2016;18235;42;TRUE
"628";1615;2637;47;TRUE
"629";1891;2681;36;FALSE
"630";1599;2190;144;TRUE
"631";1488;7902;9;TRUE
"632";579;1214;130;TRUE
"633";1503;157;325;TRUE
"634";2081;8649;411;TRUE
"635";31;1070;182;TRUE
"636";495;291;103;TRUE
"637";1100;859;189;TRUE
"638";671;9177;137;FALSE
"639";1254;13506;311;TRUE
"640";1026;707;323;TRUE
"641";669;9157;233;TRUE
"642";1899;703;924;TRUE
"643";706;841;40;TRUE
"644";932;3955;212;TRUE
"645";1800;238;10;TRUE
"646";1394;89;3682;TRUE
"647";1406;154;1477;TRUE
"648";1623;154;1040;TRUE
"649";870;227;580;TRUE
"650";629;1416;570;TRUE
"651";1596;8559;25;TRUE
"652";157;2834;215;TRUE
"653";1426;14504;63;FALSE
"654";1808;291;427;TRUE
"655";847;10605;67;TRUE
"656";1258;429;54;TRUE
"657";683;9255;437;TRUE
"658";1434;65;355;TRUE
"659";166;429;498;TRUE
"660";148;233;170;TRUE
"661";1385;1458;159;TRUE
"662";609;466;1213;FALSE
"663";1167;266;145;TRUE
"664";1008;4271;87;TRUE
"665";1503;1044;402;TRUE
"666";302;360;1710;FALSE
"667";767;328;217;TRUE
"668";1536;959;33;TRUE
"669";1778;221;640;TRUE
"670";1781;16659;41;FALSE
"671";1210;3920;1521;TRUE
"672";1503;603;78;TRUE
"673";60;1733;53;TRUE
"674";310;296;91;TRUE
"675";289;203;609;TRUE
"676";358;6046;135;TRUE
"677";414;2082;192;FALSE
"678";1339;1246;2066;TRUE
"679";1786;6769;114;TRUE
"680";874;1098;772;TRUE
"681";119;2973;147;FALSE
"682";1342;3470;286;TRUE
"683";1597;227;1578;TRUE
"684";1159;947;248;TRUE
"685";175;3585;1236;TRUE
"686";1488;14885;6;TRUE
"687";82;433;1617;TRUE
"688";2005;18172;395;TRUE
"689";1998;4832;134;TRUE
"690";501;349;225;TRUE
"691";265;843;1238;TRUE
"692";1753;310;119;TRUE
"693";1747;2277;28;TRUE
"694";1138;1790;245;TRUE
"695";828;917;205;TRUE
"696";1576;15402;383;TRUE
"697";1757;377;313;TRUE
"698";129;67;369;TRUE
"699";1895;903;535;TRUE
"700";911;528;258;TRUE
"701";579;4178;89;TRUE
"702";187;72;807;TRUE
"703";1054;10613;1986;TRUE
"704";2;64;3644;TRUE
"705";259;779;134;TRUE
"706";341;4271;90;TRUE
"707";1054;8027;2361;TRUE
"708";1384;53;194;TRUE
"709";1078;12157;43;TRUE
"710";873;332;348;TRUE
"711";1583;154;1013;TRUE
"712";1723;1731;37;TRUE
"713";1667;9777;14;TRUE
"714";1335;1164;68;TRUE
"715";1404;219;1737;TRUE
"716";377;6290;769;TRUE
"717";1986;843;819;TRUE
"718";85;152;87;TRUE
"719";1705;977;332;TRUE
"720";1880;1447;311;TRUE
"721";2005;11927;618;TRUE
"722";707;9436;11;TRUE
"723";1253;701;363;FALSE
"724";829;748;238;FALSE
"725";950;4271;156;TRUE
"726";2022;1447;162;TRUE
"727";954;3768;75;TRUE
"728";968;440;200;TRUE
"729";107;1369;9199;TRUE
"730";247;4743;291;TRUE
"731";1724;16345;25;TRUE
"732";1590;349;639;TRUE
"733";332;1556;3235;TRUE
"734";1146;307;656;TRUE
"735";1992;3281;924;TRUE
"736";1490;823;715;TRUE
"737";1431;3307;123;TRUE
"738";1420;868;332;TRUE
"739";737;227;434;TRUE
"740";1292;533;23;TRUE
"741";2083;81;11;TRUE
"742";200;533;163;TRUE
"743";1124;293;6558;TRUE
"744";1793;5891;528;TRUE
"745";979;10977;273;TRUE
"746";575;8198;110;TRUE
"747";1956;6519;348;TRUE
"748";174;229;182;TRUE
"749";656;3674;36;TRUE
"750";348;456;27;TRUE
"751";1730;6996;460;TRUE
"752";2068;3307;452;TRUE
"753";1531;3011;238;TRUE
"754";1172;7191;317;FALSE
"755";63;212;127;TRUE
"756";261;1863;761;TRUE
"757";1221;13236;60;TRUE
"758";1481;481;1154;TRUE
"759";1544;816;516;TRUE
"760";1383;13729;1048;TRUE
"761";170;2148;837;TRUE
"762";47;293;451;TRUE
"763";1240;7387;118;TRUE
"764";758;1009;332;TRUE
"765";631;227;645;TRUE
"766";464;7182;306;FALSE
"767";1623;3788;919;TRUE
"768";209;1243;23;TRUE
"769";1778;154;8189;TRUE
"770";849;2372;1396;TRUE
"771";278;789;42;TRUE
"772";650;67;304;TRUE
"773";298;5433;463;TRUE
"774";1388;3200;44;TRUE
"775";1083;1470;458;TRUE
"776";619;1376;373;TRUE
"777";1386;1167;269;TRUE
"778";596;429;5863;TRUE
"779";1740;1975;3315;TRUE
"780";1865;11087;2986;TRUE
"781";477;298;151;TRUE
"782";577;187;50;TRUE
"783";1672;154;201;TRUE
"784";184;3899;298;TRUE
"785";1579;439;782;TRUE
"786";1197;1447;97;TRUE
"787";644;3057;348;TRUE
"788";288;5250;202;TRUE
"789";478;7335;201;TRUE
"790";1421;4451;329;FALSE
"791";161;2369;1131;TRUE
"792";1246;2075;186;TRUE
"793";831;601;1696;TRUE
"794";1506;126;292;TRUE
"795";243;296;2414;TRUE
"796";1747;4532;73;FALSE
"797";339;317;283;TRUE
"798";1478;291;1510;TRUE
"799";1207;13131;183;TRUE
"800";585;5485;621;TRUE
"801";135;1034;494;TRUE
"802";1882;17336;538;TRUE
"803";590;2591;49;FALSE
"804";1788;2080;284;TRUE
"805";1798;930;51;FALSE
"806";913;851;294;TRUE
"807";1126;498;86;TRUE
"808";302;543;1056;TRUE
"809";1367;10722;226;TRUE
"810";802;53;14;TRUE
"811";269;5019;74;TRUE
"812";815;1613;1605;TRUE
"813";1519;3367;72;FALSE
"814";1023;302;80;TRUE
"815";1007;3306;92;FALSE
"816";1280;535;1092;TRUE
"817";2061;2018;16;TRUE
"818";64;1825;252;TRUE
"819";124;954;109;TRUE
"820";361;89;236;TRUE
"821";217;4404;161;FALSE
"822";1238;709;225;TRUE
"823";1055;3376;53;TRUE
"824";2060;1356;156;FALSE
"825";1146;12544;326;FALSE
"826";114;1426;265;TRUE
"827";1491;1097;990;TRUE
"828";861;10680;245;TRUE
"829";421;543;269;TRUE
"830";1149;59;20;FALSE
"831";83;2328;545;TRUE
"832";709;1249;384;TRUE
"833";704;9396;9;FALSE
"834";1024;11831;88;TRUE
"835";1145;680;405;TRUE
"836";1315;13812;1;TRUE
"837";2080;616;719;FALSE
"838";203;4169;84;TRUE
"839";212;4328;45;FALSE
"840";1590;310;433;TRUE
"841";1067;4800;929;TRUE
"842";1144;12636;118;TRUE
"843";1918;15481;53;TRUE
"844";10;219;189;TRUE
"845";1204;1627;516;TRUE
"846";454;12505;268;TRUE
"847";43;56;2691;TRUE
"848";898;316;393;TRUE
"849";1998;166;321;TRUE
"850";971;1681;528;TRUE
"851";1786;344;48;TRUE
"852";300;1249;374;TRUE
"853";243;423;800;FALSE
"854";491;707;4842;TRUE
"855";1882;17334;881;FALSE
"856";1772;198;519;FALSE
"857";1060;1963;579;TRUE
"858";68;89;916;TRUE
"859";1173;1155;508;TRUE
"860";1666;311;899;TRUE
"861";418;903;233;TRUE
"862";1621;64;51;TRUE
"863";1304;543;141;TRUE
"864";1202;1019;314;TRUE
"865";1787;917;194;TRUE
"866";1483;939;43;TRUE
"867";837;9783;150;TRUE
"868";2087;306;62;TRUE
"869";120;2980;19;TRUE
"870";594;1249;11;TRUE
"871";1431;10022;750;TRUE
"872";5;173;241;TRUE
"873";1325;6730;697;TRUE
"874";339;544;1103;TRUE
"875";761;2535;359;TRUE
"876";1991;72;302;TRUE
"877";549;572;80;FALSE
"878";1481;173;1187;TRUE
"879";1036;11909;580;TRUE
"880";684;461;5636;TRUE
"881";1101;5043;433;TRUE
"882";1941;13468;2347;TRUE
"883";1154;93;741;TRUE
"884";452;7070;18;TRUE
"885";1759;514;1332;TRUE
"886";1816;6137;231;TRUE
"887";620;955;730;FALSE
"888";1660;15918;114;TRUE
"889";1599;412;167;TRUE
"890";1261;65;389;TRUE
"891";1706;8390;2084;TRUE
"892";1616;360;156;FALSE
"893";1345;251;205;TRUE
"894";1158;813;242;TRUE
"895";1083;209;968;FALSE
"896";644;418;4340;TRUE
"897";1140;4079;152;TRUE
"898";185;504;53;TRUE
"899";1061;2896;561;TRUE
"900";510;7616;21;TRUE
"901";360;910;25;TRUE
"902";507;5238;288;TRUE
"903";612;2130;203;TRUE
"904";1276;13614;126;TRUE
"905";663;9115;142;TRUE
"906";577;159;102;TRUE
"907";132;525;98;TRUE
"908";478;4823;2478;TRUE
"909";232;332;432;TRUE
"910";376;6276;23;TRUE
"911";1777;5484;247;TRUE
"912";703;9169;23;TRUE
"913";1748;1339;210;TRUE
"914";1737;1118;818;FALSE
"915";940;221;282;TRUE
